Age Group,Average Closure Time in Days,Case Closed,City,Closed Cases,Sum of Closure Time (Days),Count of Crime Code,Crime Description,Crime Domain,Date Case Closed,Year,Quarter,Month,Day,Year,Quarter,Month,Day,Day of Week,Distinct Cities,No. of Cases,Sum of Police Deployed,Sum of Report Number,Reported Within 24H,Sum of Reporting Delay (Hours),Time of Occurrence,Time Range,Sum of Victim Age,Victim Gender,Weapon Used
60+,24,Yes,Pune,1,24,1,FRAUD,Other Crime,16-07-2024 20:00,2024,Qtr 2,June,21,2024,Qtr 2,June,22,Friday,1,1,8,17263,After 24H,44,1899-12-30 05:45:00,Morning,68,M,Poison
60+,67,Yes,Pune,1,67,1,FRAUD,Other Crime,20-12-2021 05:00,2021,Qtr 4,October,13,2021,Qtr 4,October,14,Wednesday,1,1,11,4190,After 24H,29,1899-12-30 01:39:00,Night,62,M,None
60+,141,Yes,Pune,1,141,1,FRAUD,Other Crime,26-05-2021 22:00,2021,Qtr 2,April,29,2021,Qtr 1,January,5,Thursday,1,1,9,2590,Within 24H,-2714,1899-12-30 05:09:00,Morning,78,F,None
60+,68,Yes,Pune,1,68,1,FRAUD,Other Crime,27-06-2023 11:00,2023,Qtr 2,April,19,2023,Qtr 2,April,20,Wednesday,1,1,14,11250,After 24H,35,1899-12-30 07:29:00,Morning,76,F,Explosives
60+,-37,Yes,Pune,1,-37,1,FRAUD,Other Crime,7/10/2022 8:00:00 PM,2022,Qtr 3,August,15,2022,Qtr 3,August,16,Monday,1,1,17,7798,After 24H,44,1899-12-30 11:12:00,Morning,74,M,None
60+,279,Yes,Pune,1,279,1,HOMICIDE,Other Crime,24-03-2025 11:00,2024,Qtr 2,June,16,2024,Qtr 2,June,18,Sunday,1,1,3,17210,After 24H,59,1899-12-30 08:41:00,Morning,76,F,Explosives
60+,209,Yes,Pune,1,209,1,HOMICIDE,Other Crime,25-05-2024 01:00,2023,Qtr 4,October,29,2023,Qtr 4,October,29,Sunday,1,1,12,13960,Within 24H,1,1899-12-30 08:53:00,Morning,65,F,None
60+,402,Yes,Pune,1,402,1,HOMICIDE,Other Crime,30-03-2024 16:00,2023,Qtr 1,February,20,2023,Qtr 1,February,22,Monday,1,1,9,10462,After 24H,64,1899-12-30 19:23:00,Evening,65,M,Poison
60+,401,Yes,Pune,1,401,1,HOMICIDE,Other Crime,9/11/2022 7:00:00 AM,2021,Qtr 3,August,6,2021,Qtr 3,August,6,Friday,1,1,12,2911,Within 24H,7,1899-12-30 12:29:00,Afternoon,75,F,Poison
60+,251,Yes,Pune,1,251,1,IDENTITY THEFT,Violent Crime,11/3/2024 11:00:00 AM,2024,Qtr 1,February,25,2024,Qtr 1,February,26,Sunday,1,1,8,15655,After 24H,35,1899-12-30 03:35:00,Night,66,F,Other
60+,319,Yes,Pune,1,319,1,IDENTITY THEFT,Violent Crime,11/3/2024 5:00:00 PM,2023,Qtr 4,December,18,2023,Qtr 4,December,20,Monday,1,1,2,14696,After 24H,65,1899-12-30 19:07:00,Evening,61,M,Blunt Object
60+,76,Yes,Pune,1,76,1,IDENTITY THEFT,Violent Crime,19-04-2023 23:00,2023,Qtr 1,February,2,2023,Qtr 1,February,2,Thursday,1,1,17,10173,Within 24H,23,1899-12-30 23:29:00,Night,69,M,Other
60+,19,Yes,Pune,1,19,1,IDENTITY THEFT,Violent Crime,24-07-2024 21:00,2024,Qtr 3,July,5,2024,Qtr 3,July,5,Friday,1,1,4,16644,Within 24H,21,1899-12-30 04:02:00,Night,61,F,None
60+,30,Yes,Pune,1,30,1,IDENTITY THEFT,Violent Crime,3/11/2023 2:00:00 PM,2023,Qtr 3,August,31,2023,Qtr 1,February,9,Thursday,1,1,10,13170,Within 24H,-4858,1899-12-30 05:00:00,Morning,73,M,Other
60+,-89,Yes,Pune,1,-89,1,IDENTITY THEFT,Violent Crime,8/10/2023 12:00:00 AM,2023,Qtr 4,November,7,2023,Qtr 4,November,7,Tuesday,1,1,16,12411,Within 24H,0,1899-12-30 08:28:00,Morning,66,F,Knife
60+,-303,Yes,Pune,1,-303,1,ILLEGAL POSSESSION,Other Crime,1/3/2022 5:00:00 PM,2022,Qtr 4,December,2,2022,Qtr 4,November,2,Friday,1,1,14,5509,Within 24H,-703,1899-12-30 12:07:00,Afternoon,78,M,Poison
60+,-158,Yes,Pune,1,-158,1,ILLEGAL POSSESSION,Other Crime,1/9/2021 4:00:00 AM,2021,Qtr 2,June,15,2021,Qtr 2,June,16,Tuesday,1,1,14,2984,After 24H,28,1899-12-30 09:07:00,Morning,73,F,None
60+,83,Yes,Pune,1,83,1,ILLEGAL POSSESSION,Other Crime,18-11-2021 04:00,2021,Qtr 3,August,27,2021,Qtr 3,August,27,Friday,1,1,15,3710,Within 24H,4,1899-12-30 06:34:00,Morning,63,F,Blunt Object
60+,19,Yes,Pune,1,19,1,ILLEGAL POSSESSION,Other Crime,18-12-2023 22:00,2023,Qtr 4,November,29,2023,Qtr 4,November,29,Wednesday,1,1,11,14414,Within 24H,22,1899-12-30 09:37:00,Morning,68,F,Poison
60+,106,Yes,Pune,1,106,1,ILLEGAL POSSESSION,Other Crime,23-11-2023 09:00,2023,Qtr 3,August,9,2023,Qtr 3,August,9,Wednesday,1,1,15,13252,Within 24H,9,1899-12-30 00:53:00,Night,73,F,Poison
60+,-141,Yes,Pune,1,-141,1,ILLEGAL POSSESSION,Other Crime,5/11/2022 12:00:00 PM,2022,Qtr 3,September,27,2022,Qtr 3,September,29,Tuesday,1,1,7,8395,After 24H,60,1899-12-30 01:10:00,Night,72,F,Knife
60+,163,Yes,Pune,1,163,1,ILLEGAL POSSESSION,Other Crime,6/3/2024 11:00:00 AM,2023,Qtr 4,December,22,2023,Qtr 4,December,23,Friday,1,1,13,14728,After 24H,35,1899-12-30 05:03:00,Morning,69,F,Firearm
60+,187,Yes,Pune,1,187,1,KIDNAPPING,Other Crime,15-12-2021 02:00,2021,Qtr 2,April,11,2021,Qtr 2,June,11,Sunday,1,1,11,4423,After 24H,1466,1899-12-30 06:15:00,Morning,65,F,None
60+,218,Yes,Pune,1,218,1,KIDNAPPING,Other Crime,15-12-2022 23:00,2022,Qtr 1,March,11,2022,Qtr 2,May,11,Friday,1,1,16,8932,After 24H,1487,1899-12-30 09:19:00,Morning,75,M,None
60+,16,Yes,Pune,1,16,1,PUBLIC INTOXICATION,Other Crime,13-05-2023 19:00,2023,Qtr 2,April,27,2023,Qtr 2,April,27,Thursday,1,1,16,11353,Within 24H,19,1899-12-30 17:20:00,Evening,62,M,Knife
60+,40,Yes,Pune,1,40,1,PUBLIC INTOXICATION,Other Crime,2/1/2022 2:00:00 PM,2021,Qtr 4,December,22,2021,Qtr 4,December,23,Wednesday,1,1,4,4925,After 24H,38,1899-12-30 08:45:00,Morning,67,F,Explosives
60+,-81,Yes,Pune,1,-81,1,PUBLIC INTOXICATION,Other Crime,2/5/2023 4:00:00 AM,2023,Qtr 2,April,27,2023,Qtr 2,April,27,Thursday,1,1,18,11342,Within 24H,4,1899-12-30 06:40:00,Morning,68,M,Other
60+,-163,Yes,Pune,1,-163,1,PUBLIC INTOXICATION,Other Crime,3/9/2022 3:00:00 PM,2022,Qtr 3,August,17,2022,Qtr 3,August,19,Wednesday,1,1,5,7836,After 24H,63,1899-12-30 13:56:00,Afternoon,72,M,None
60+,87,Yes,Pune,1,87,1,PUBLIC INTOXICATION,Other Crime,31-05-2024 21:00,2024,Qtr 1,February,5,2024,Qtr 1,March,5,Monday,1,1,15,16585,After 24H,717,1899-12-30 07:13:00,Morning,74,M,Explosives
60+,145,Yes,Pune,1,145,1,PUBLIC INTOXICATION,Other Crime,31-08-2023 18:00,2023,Qtr 1,February,8,2023,Qtr 2,April,8,Wednesday,1,1,18,12768,After 24H,1434,1899-12-30 10:19:00,Morning,60,M,Firearm
60+,132,Yes,Pune,1,132,1,PUBLIC INTOXICATION,Other Crime,8/4/2023 1:00:00 PM,2023,Qtr 1,March,25,2023,Qtr 1,March,25,Saturday,1,1,10,10884,Within 24H,13,1899-12-30 12:38:00,Afternoon,67,M,Other
60+,142,Yes,Pune,1,142,1,ROBBERY,Violent Crime,14-07-2022 12:00,2022,Qtr 1,February,20,2022,Qtr 1,February,22,Sunday,1,1,17,5632,After 24H,60,1899-12-30 05:01:00,Morning,71,F,Blunt Object
60+,149,Yes,Pune,1,149,1,ROBBERY,Violent Crime,22-01-2023 08:00,2022,Qtr 3,August,26,2022,Qtr 3,August,26,Friday,1,1,14,7928,Within 24H,8,1899-12-30 02:00:00,Night,78,F,None
60+,72,Yes,Pune,1,72,1,ROBBERY,Violent Crime,8/8/2022 3:00:00 PM,2022,Qtr 2,May,27,2022,Qtr 2,May,28,Friday,1,1,18,6708,After 24H,39,1899-12-30 03:18:00,Night,75,F,Knife
60+,423,Yes,Pune,1,423,1,SEXUAL ASSAULT,Violent Crime,10/3/2025 12:00:00 AM,2024,Qtr 3,August,6,2024,Qtr 3,August,6,Tuesday,1,1,12,17063,Within 24H,0,1899-12-30 20:36:00,Evening,71,F,Knife
60+,318,Yes,Pune,1,318,1,SEXUAL ASSAULT,Violent Crime,14-12-2023 06:00,2023,Qtr 1,January,30,2023,Qtr 1,January,30,Monday,1,1,18,10114,Within 24H,6,1899-12-30 17:14:00,Evening,62,M,Other
60+,692,Yes,Pune,1,692,1,SEXUAL ASSAULT,Violent Crime,2/2/2024 12:00:00 PM,2022,Qtr 1,January,12,2022,Qtr 1,March,12,Wednesday,1,1,15,9311,After 24H,1428,1899-12-30 07:51:00,Morning,71,F,Knife
60+,231,Yes,Pune,1,231,1,SEXUAL ASSAULT,Violent Crime,24-02-2024 04:00,2023,Qtr 3,July,8,2023,Qtr 3,July,8,Saturday,1,1,5,12794,Within 24H,4,1899-12-30 07:29:00,Morning,68,F,Explosives
60+,476,Yes,Pune,1,476,1,SEXUAL ASSAULT,Violent Crime,26-05-2024 00:00,2023,Qtr 1,January,5,2023,Qtr 1,February,5,Thursday,1,1,18,11403,After 24H,744,1899-12-30 04:50:00,Night,76,F,Knife
60+,429,Yes,Pune,1,429,1,SEXUAL ASSAULT,Violent Crime,7/1/2022 8:00:00 AM,2021,Qtr 2,April,28,2021,Qtr 2,April,28,Wednesday,1,1,12,2563,Within 24H,8,1899-12-30 05:33:00,Morning,79,F,Knife
60+,24,Yes,Pune,1,24,1,SHOPLIFTING,Other Crime,16-01-2024 00:00,2023,Qtr 4,December,21,2023,Qtr 4,December,23,Thursday,1,1,16,14724,After 24H,48,1899-12-30 06:22:00,Morning,72,F,None
60+,-165,Yes,Pune,1,-165,1,SHOPLIFTING,Other Crime,17-01-2023 13:00,2023,Qtr 2,June,1,2023,Qtr 3,July,1,Thursday,1,1,10,9808,After 24H,733,1899-12-30 15:06:00,Afternoon,63,F,Blunt Object
60+,30,Yes,Pune,1,30,1,SHOPLIFTING,Other Crime,19-06-2024 16:00,2024,Qtr 2,May,18,2024,Qtr 2,May,20,Saturday,1,1,16,16803,After 24H,64,1899-12-30 04:04:00,Night,76,M,Explosives
60+,20,Yes,Pune,1,20,1,SHOPLIFTING,Other Crime,26-08-2021 12:00,2021,Qtr 3,July,6,2021,Qtr 3,August,6,Tuesday,1,1,19,2913,After 24H,756,1899-12-30 19:43:00,Evening,78,F,Poison
60+,108,Yes,Pune,1,108,1,SHOPLIFTING,Other Crime,26-11-2023 06:00,2023,Qtr 3,July,10,2023,Qtr 3,August,10,Monday,1,1,3,13663,After 24H,750,1899-12-30 22:33:00,Night,61,F,Poison
60+,171,Yes,Pune,1,171,1,SHOPLIFTING,Other Crime,28-11-2021 18:00,2021,Qtr 3,July,10,2021,Qtr 2,June,10,Saturday,1,1,2,4108,Within 24H,-702,1899-12-30 14:44:00,Afternoon,77,F,Blunt Object
60+,185,Yes,Pune,1,185,1,SHOPLIFTING,Other Crime,5/1/2023 5:00:00 PM,2022,Qtr 4,October,28,2022,Qtr 4,October,28,Friday,1,1,13,8807,Within 24H,17,1899-12-30 02:33:00,Night,77,F,Firearm
60+,-34,Yes,Pune,1,-34,1,SHOPLIFTING,Other Crime,7/10/2023 11:00:00 PM,2023,Qtr 4,December,8,2023,Qtr 3,August,13,Friday,1,1,6,12897,Within 24H,-2785,1899-12-30 15:05:00,Afternoon,63,M,Blunt Object
60+,4,Yes,Pune,1,4,1,TRAFFIC VIOLATION,Traffic Fatality,26-08-2021 19:00,2021,Qtr 3,August,20,2021,Qtr 3,August,22,Friday,1,1,18,3664,After 24H,67,1899-12-30 18:20:00,Evening,66,M,Blunt Object
60+,-78,Yes,Pune,1,-78,1,TRAFFIC VIOLATION,Traffic Fatality,4/7/2022 11:00:00 AM,2022,Qtr 2,June,22,2022,Qtr 2,June,24,Wednesday,1,1,4,7057,After 24H,59,1899-12-30 06:24:00,Morning,72,F,Firearm
60+,-96,Yes,Pune,1,-96,1,TRAFFIC VIOLATION,Traffic Fatality,4/8/2021 3:00:00 AM,2021,Qtr 4,December,7,2021,Qtr 3,July,13,Tuesday,1,1,3,3237,Within 24H,-3525,1899-12-30 09:42:00,Morning,62,F,Knife
60+,51,Yes,Pune,1,51,1,VANDALISM,Other Crime,10/9/2020 10:00:00 AM,2020,Qtr 3,August,17,2020,Qtr 3,August,19,Monday,1,1,7,932,After 24H,58,1899-12-30 01:00:00,Night,79,M,Knife
60+,479,Yes,Pune,1,479,1,VANDALISM,Other Crime,11/2/2024 12:00:00 PM,2023,Qtr 2,June,12,2023,Qtr 3,July,12,Monday,1,1,19,14505,After 24H,732,1899-12-30 10:38:00,Morning,75,M,None
60+,-12,Yes,Pune,1,-12,1,VANDALISM,Other Crime,20-01-2024 08:00,2024,Qtr 1,January,1,2024,Qtr 1,February,1,Monday,1,1,17,14870,After 24H,752,1899-12-30 15:09:00,Afternoon,60,F,Blunt Object
60+,69,Yes,Pune,1,69,1,VANDALISM,Other Crime,22-08-2024 06:00,2024,Qtr 2,June,14,2024,Qtr 2,June,14,Friday,1,1,11,17148,Within 24H,6,1899-12-30 01:24:00,Night,79,F,None
60+,37,Yes,Pune,1,37,1,VANDALISM,Other Crime,30-09-2021 02:00,2021,Qtr 3,August,22,2021,Qtr 3,August,24,Sunday,1,1,6,3675,After 24H,50,1899-12-30 01:18:00,Night,79,M,Explosives
60+,306,Yes,Pune,1,306,1,VEHICLE - STOLEN,Violent Crime,11/10/2022 10:00:00 AM,2022,Qtr 3,July,31,2022,Qtr 1,January,8,Sunday,1,1,14,7593,Within 24H,-4886,1899-12-30 13:38:00,Afternoon,67,M,Knife
60+,254,Yes,Pune,1,254,1,VEHICLE - STOLEN,Violent Crime,11/5/2021 2:00:00 AM,2021,Qtr 1,February,21,2021,Qtr 1,February,24,Sunday,1,1,6,2048,After 24H,74,1899-12-30 20:33:00,Evening,72,M,Poison
60+,78,Yes,Pune,1,78,1,VEHICLE - STOLEN,Violent Crime,14-05-2021 03:00,2021,Qtr 1,February,22,2021,Qtr 1,February,25,Monday,1,1,18,2057,After 24H,75,1899-12-30 06:32:00,Morning,74,F,None
60+,64,Yes,Pune,1,64,1,VEHICLE - STOLEN,Violent Crime,14-12-2022 23:00,2022,Qtr 4,October,11,2022,Qtr 4,October,11,Tuesday,1,1,5,8993,Within 24H,23,1899-12-30 03:11:00,Night,79,M,Poison
60+,48,Yes,Pune,1,48,1,VEHICLE - STOLEN,Violent Crime,16-04-2023 19:00,2023,Qtr 1,February,26,2023,Qtr 1,February,27,Sunday,1,1,13,10523,After 24H,43,1899-12-30 08:23:00,Morning,78,M,Other
60+,56,Yes,Pune,1,56,1,VEHICLE - STOLEN,Violent Crime,16-11-2023 20:00,2023,Qtr 3,September,20,2023,Qtr 3,September,21,Wednesday,1,1,7,13437,After 24H,44,1899-12-30 15:32:00,Afternoon,67,M,Knife
60+,133,Yes,Pune,1,133,1,VEHICLE - STOLEN,Violent Crime,17-06-2022 18:00,2022,Qtr 1,March,31,2022,Qtr 1,February,4,Thursday,1,1,7,6078,Within 24H,-1302,1899-12-30 19:35:00,Evening,79,F,Blunt Object
60+,24,Yes,Pune,1,24,1,VEHICLE - STOLEN,Violent Crime,19-04-2022 13:00,2022,Qtr 1,March,25,2022,Qtr 1,March,26,Friday,1,1,6,6004,After 24H,37,1899-12-30 06:01:00,Morning,67,F,Blunt Object
60+,82,Yes,Pune,1,82,1,VEHICLE - STOLEN,Violent Crime,19-08-2024 19:00,2024,Qtr 2,May,29,2024,Qtr 2,May,29,Wednesday,1,1,12,16936,Within 24H,19,1899-12-30 07:49:00,Morning,72,F,Poison
60+,64,Yes,Pune,1,64,1,VEHICLE - STOLEN,Violent Crime,22-06-2024 10:00,2024,Qtr 2,April,18,2024,Qtr 2,April,19,Thursday,1,1,8,16389,After 24H,34,1899-12-30 00:40:00,Night,69,M,None
60+,40,Yes,Pune,1,40,1,VEHICLE - STOLEN,Violent Crime,25-03-2022 15:00,2022,Qtr 4,November,2,2022,Qtr 1,February,13,Wednesday,1,1,7,5534,Within 24H,-6273,1899-12-30 19:23:00,Evening,62,F,Blunt Object
60+,7,Yes,Pune,1,7,1,VEHICLE - STOLEN,Violent Crime,27-10-2020 10:00,2020,Qtr 4,October,19,2020,Qtr 4,October,20,Monday,1,1,17,1212,After 24H,34,1899-12-30 08:34:00,Morning,70,M,Knife
60+,-13,Yes,Rajkot,1,-13,1,ASSAULT,Violent Crime,5/8/2023 6:00:00 PM,2023,Qtr 2,May,20,2023,Qtr 2,May,21,Saturday,1,1,17,11686,After 24H,42,1899-12-30 15:37:00,Afternoon,67,F,Explosives
60+,177,Yes,Rajkot,1,177,1,BURGLARY,Other Crime,22-09-2024 03:00,2024,Qtr 1,March,28,2024,Qtr 1,March,29,Thursday,1,1,5,16087,After 24H,27,1899-12-30 13:42:00,Afternoon,67,M,Firearm
60+,-16,Yes,Rajkot,1,-16,1,EXTORTION,Other Crime,5/6/2023 2:00:00 PM,2023,Qtr 2,May,22,2023,Qtr 2,May,22,Monday,1,1,4,11703,Within 24H,14,1899-12-30 07:48:00,Morning,78,F,Poison
60+,21,Yes,Rajkot,1,21,1,FIREARM OFFENSE,Fire Accident,11/12/2020 8:00:00 AM,2020,Qtr 4,October,20,2020,Qtr 4,October,22,Tuesday,1,1,11,1231,After 24H,56,1899-12-30 04:58:00,Night,61,F,None
60+,186,Yes,Rajkot,1,186,1,FIREARM OFFENSE,Fire Accident,13-08-2023 08:00,2023,Qtr 1,February,8,2023,Qtr 1,February,8,Wednesday,1,1,13,12735,Within 24H,8,1899-12-30 08:13:00,Morning,74,F,None
60+,62,Yes,Rajkot,1,62,1,FIREARM OFFENSE,Fire Accident,30-10-2022 21:00,2022,Qtr 3,August,27,2022,Qtr 3,August,29,Saturday,1,1,16,7976,After 24H,69,1899-12-30 22:53:00,Night,70,F,None
60+,41,Yes,Rajkot,1,41,1,FRAUD,Other Crime,24-04-2024 10:00,2024,Qtr 4,November,3,2024,Qtr 1,March,14,Sunday,1,1,16,15894,Within 24H,-5606,1899-12-30 20:10:00,Evening,77,F,None
60+,-140,Yes,Rajkot,1,-140,1,ILLEGAL POSSESSION,Other Crime,18-05-2022 07:00,2022,Qtr 3,September,5,2022,Qtr 4,October,5,Monday,1,1,16,6488,After 24H,727,1899-12-30 06:42:00,Morning,60,F,Explosives
60+,12,Yes,Rajkot,1,12,1,ILLEGAL POSSESSION,Other Crime,19-09-2021 04:00,2021,Qtr 3,August,7,2021,Qtr 3,September,7,Saturday,1,1,15,3198,After 24H,748,1899-12-30 23:03:00,Night,77,F,None
60+,140,Yes,Rajkot,1,140,1,ILLEGAL POSSESSION,Other Crime,7/3/2021 5:00:00 AM,2021,Qtr 1,February,13,2021,Qtr 1,February,13,Saturday,1,1,8,1948,Within 24H,5,1899-12-30 02:22:00,Night,69,F,Knife
60+,11,Yes,Rajkot,1,11,1,KIDNAPPING,Other Crime,16-07-2024 10:00,2024,Qtr 2,June,5,2024,Qtr 3,July,5,Wednesday,1,1,14,16635,After 24H,730,1899-12-30 14:56:00,Afternoon,72,M,Explosives
60+,23,Yes,Rajkot,1,23,1,PUBLIC INTOXICATION,Other Crime,19-02-2022 01:00,2022,Qtr 1,January,25,2022,Qtr 1,January,27,Tuesday,1,1,18,5329,After 24H,49,1899-12-30 04:19:00,Night,63,F,Explosives
60+,8,Yes,Rajkot,1,8,1,PUBLIC INTOXICATION,Other Crime,26-06-2024 12:00,2024,Qtr 2,June,17,2024,Qtr 2,June,18,Monday,1,1,13,17212,After 24H,36,1899-12-30 21:20:00,Night,76,F,Poison
60+,-121,Yes,Rajkot,1,-121,1,PUBLIC INTOXICATION,Other Crime,3/4/2023 11:00:00 PM,2023,Qtr 2,June,3,2023,Qtr 3,July,3,Saturday,1,1,13,10634,After 24H,743,1899-12-30 04:14:00,Night,62,F,Firearm
60+,-183,Yes,Rajkot,1,-183,1,PUBLIC INTOXICATION,Other Crime,5/7/2023 4:00:00 AM,2023,Qtr 4,November,6,2023,Qtr 4,November,6,Monday,1,1,8,11969,Within 24H,4,1899-12-30 08:25:00,Morning,76,M,Firearm
60+,94,Yes,Rajkot,1,94,1,ROBBERY,Violent Crime,13-01-2022 17:00,2021,Qtr 3,August,11,2021,Qtr 4,October,11,Wednesday,1,1,3,4463,After 24H,1481,1899-12-30 05:17:00,Morning,68,F,Poison
60+,79,Yes,Rajkot,1,79,1,ROBBERY,Violent Crime,13-12-2023 05:00,2023,Qtr 3,September,25,2023,Qtr 3,September,25,Monday,1,1,10,13484,Within 24H,5,1899-12-30 15:26:00,Afternoon,70,F,Other
60+,85,Yes,Rajkot,1,85,1,ROBBERY,Violent Crime,14-08-2021 17:00,2021,Qtr 2,May,22,2021,Qtr 2,May,21,Saturday,1,1,15,2771,Within 24H,-7,1899-12-30 00:55:00,Night,64,F,Poison
60+,17,Yes,Rajkot,1,17,1,TRAFFIC VIOLATION,Traffic Fatality,13-08-2023 01:00,2023,Qtr 3,July,24,2023,Qtr 3,July,27,Monday,1,1,12,12651,After 24H,73,1899-12-30 23:04:00,Night,73,M,Firearm
60+,-186,Yes,Rajkot,1,-186,1,VANDALISM,Other Crime,28-02-2024 06:00,2024,Qtr 3,August,1,2024,Qtr 3,September,1,Thursday,1,1,10,14966,After 24H,750,1899-12-30 11:32:00,Morning,78,M,Blunt Object
60+,-80,Yes,Rajkot,1,-80,1,VANDALISM,Other Crime,8/12/2023 2:00:00 PM,2023,Qtr 4,October,29,2023,Qtr 4,October,31,Sunday,1,1,3,13995,After 24H,62,1899-12-30 19:30:00,Evening,60,M,Explosives
60+,-272,Yes,Rajkot,1,-272,1,VEHICLE - STOLEN,Violent Crime,2/6/2022 2:00:00 PM,2022,Qtr 4,November,5,2022,Qtr 4,November,5,Saturday,1,1,4,6507,Within 24H,14,1899-12-30 15:00:00,Afternoon,63,F,Blunt Object
60+,306,Yes,Srinagar,1,306,1,ARSON,Fire Accident,11/6/2023 10:00:00 AM,2023,Qtr 1,March,29,2023,Qtr 1,January,4,Wednesday,1,1,3,10984,Within 24H,-2006,1899-12-30 23:58:00,Night,63,M,Other
60+,76,Yes,Srinagar,1,76,1,ASSAULT,Violent Crime,29-12-2023 05:00,2023,Qtr 4,December,10,2023,Qtr 4,October,14,Sunday,1,1,16,13739,Within 24H,-1363,1899-12-30 22:02:00,Night,76,F,None
60+,-126,Yes,Srinagar,1,-126,1,BURGLARY,Other Crime,31-07-2024 22:00,2024,Qtr 4,December,4,2024,Qtr 4,December,4,Wednesday,1,1,2,16295,Within 24H,22,1899-12-30 10:32:00,Morning,70,M,None
60+,66,Yes,Srinagar,1,66,1,COUNTERFEITING,Other Crime,27-11-2022 19:00,2022,Qtr 3,September,22,2022,Qtr 3,September,22,Thursday,1,1,3,8299,Within 24H,19,1899-12-30 07:32:00,Morning,71,M,None
60+,-71,Yes,Srinagar,1,-71,1,COUNTERFEITING,Other Crime,6/9/2021 5:00:00 AM,2021,Qtr 3,August,18,2021,Qtr 3,August,19,Wednesday,1,1,8,3625,After 24H,29,1899-12-30 07:09:00,Morning,64,M,Blunt Object
60+,62,Yes,Srinagar,1,62,1,DRUG OFFENSE,Other Crime,21-02-2023 09:00,2022,Qtr 4,December,19,2022,Qtr 4,December,21,Monday,1,1,10,9563,After 24H,57,1899-12-30 22:59:00,Night,74,M,Knife
60+,-121,Yes,Srinagar,1,-121,1,DRUG OFFENSE,Other Crime,5/10/2022 8:00:00 PM,2022,Qtr 3,August,8,2022,Qtr 3,September,8,Monday,1,1,11,7710,After 24H,764,1899-12-30 09:14:00,Morning,63,F,Firearm
60+,24,Yes,Srinagar,1,24,1,EXTORTION,Other Crime,25-02-2022 09:00,2021,Qtr 4,December,31,2022,Qtr 1,February,1,Friday,1,1,11,5039,After 24H,777,1899-12-30 08:01:00,Morning,74,M,Blunt Object
60+,63,Yes,Srinagar,1,63,1,EXTORTION,Other Crime,31-03-2022 02:00,2022,Qtr 1,January,25,2022,Qtr 1,January,27,Tuesday,1,1,3,5332,After 24H,50,1899-12-30 23:59:00,Night,73,M,Poison
60+,604,Yes,Srinagar,1,604,1,HOMICIDE,Other Crime,7/9/2025 10:00:00 PM,2023,Qtr 4,November,13,2023,Qtr 4,November,13,Monday,1,1,10,14181,Within 24H,22,1899-12-30 10:02:00,Morning,79,F,Explosives
60+,412,Yes,Srinagar,1,412,1,IDENTITY THEFT,Violent Crime,12/1/2023 1:00:00 AM,2022,Qtr 4,October,14,2022,Qtr 4,October,15,Friday,1,1,10,8604,After 24H,25,1899-12-30 07:27:00,Morning,70,F,Poison
60+,49,Yes,Srinagar,1,49,1,KIDNAPPING,Other Crime,24-06-2021 09:00,2021,Qtr 1,March,6,2021,Qtr 2,May,6,Saturday,1,1,5,2886,After 24H,1473,1899-12-30 17:24:00,Evening,76,F,None
60+,-169,Yes,Srinagar,1,-169,1,ROBBERY,Violent Crime,1/12/2021 3:00:00 AM,2021,Qtr 2,June,29,2021,Qtr 2,June,30,Tuesday,1,1,6,3110,After 24H,27,1899-12-30 08:06:00,Morning,79,F,Blunt Object
60+,324,Yes,Srinagar,1,324,1,SEXUAL ASSAULT,Violent Crime,25-07-2022 13:00,2021,Qtr 3,September,4,2021,Qtr 3,September,4,Saturday,1,1,6,2408,Within 24H,13,1899-12-30 16:29:00,Afternoon,76,F,Poison
60+,72,Yes,Srinagar,1,72,1,SHOPLIFTING,Other Crime,26-06-2023 08:00,2023,Qtr 2,April,14,2023,Qtr 2,April,15,Friday,1,1,8,11178,After 24H,32,1899-12-30 02:15:00,Night,72,M,Firearm
60+,-218,Yes,Srinagar,1,-218,1,SHOPLIFTING,Other Crime,3/12/2020 2:00:00 AM,2020,Qtr 4,October,13,2020,Qtr 4,October,16,Tuesday,1,1,1,1184,After 24H,74,1899-12-30 08:39:00,Morning,68,M,None
60+,15,Yes,Srinagar,1,15,1,TRAFFIC VIOLATION,Traffic Fatality,14-07-2024 14:00,2024,Qtr 2,June,27,2024,Qtr 2,June,29,Thursday,1,1,13,17369,After 24H,62,1899-12-30 15:54:00,Afternoon,73,M,Blunt Object
60+,-179,Yes,Srinagar,1,-179,1,VANDALISM,Other Crime,2/5/2021 11:00:00 PM,2021,Qtr 2,June,3,2021,Qtr 3,August,3,Thursday,1,1,2,2157,After 24H,1487,1899-12-30 20:58:00,Evening,73,F,Poison
60+,58,Yes,Surat,1,58,1,ARSON,Fire Accident,19-11-2022 11:00,2022,Qtr 3,September,21,2022,Qtr 3,September,22,Wednesday,1,1,17,8291,After 24H,35,1899-12-30 03:09:00,Night,78,M,Explosives
60+,-161,Yes,Surat,1,-161,1,ARSON,Fire Accident,4/12/2021 10:00:00 AM,2021,Qtr 3,September,19,2021,Qtr 3,September,20,Sunday,1,1,12,3950,After 24H,34,1899-12-30 03:05:00,Night,67,M,Explosives
